company_name,category,sub_category,area,address,website,phone,email,source_url,source_type
"Dhru Motors (Maruti Suzuki True Value, City Light)",Automobile Dealership,Used car dealer (Maruti True Value),City Light,"City Light, Surat",https://www.truevalueofcitylight.com/,,,https://www.truevalueofcitylight.com/,Brand dealer site
Ganga Honda (Two Wheeler),Automobile Dealership,Two-wheeler dealer (Honda),Ring Road,"21st Century House A, Ring Road, Maan Darwaja, Beside World Trade Centre, Surat 395002",,9974016174,,https://www.zigwheels.com/bikes/dealers/honda/Surat,Aggregator listing
Gujrat Motors (Bajaj),Automobile Dealership,Two-wheeler dealer (Bajaj),Adajan,"Opera House, Opp Sanghvi Tower, Adajan Road, Surat 395003",https://www.bikes4sale.in/,9825167667,,https://www.bikes4sale.in/new-bike-showrooms/dealer/bajaj/gujarat/surat/1835/gujrat-motors-pvt-ltd,Aggregator listing
Jalaram Auto (Hero MotoCorp),Automobile Dealership,Two-wheeler dealer (Hero),Adajan,"B Wing Sargam Complex, Opp Bhulka Bhavan School, Adajan Road, Surat 395009",https://dealers.heromotocorp.com/,,,https://dealers.heromotocorp.com/hero-motocorp-m-s-jalaram-auto-two-wheeler-dealer-adajan-road-surat-25885/Home,Brand dealer site
Jsn Motors (Royal Enfield),Automobile Dealership,Two-wheeler dealer (Royal Enfield),Adajan,"Adajan, Surat",https://dealers.royalenfield.com/,9619409640,,https://dealers.royalenfield.com/gujarat/surat/adajan-jsn-motors-9110109240,Brand dealer site
Kisan Tractor Traders (Mahindra Tractors),Automobile Dealership,Tractor dealer (Mahindra),Kamrej,"Navagam Udyog Nagar, Kamrej Char Rasta, Kamrej, Surat 394185",https://dealer.mahindratractor.com/,9825305556,kisantractorkamrej@rediffmail.com,https://www.carz4sale.in/new-car-showrooms/dealer/mahindra-tractors/gujarat/surat/11543/kisan-tractor-traders,Aggregator listing
Purav Automobiles (Royal Enfield),Automobile Dealership,Two-wheeler dealer (Royal Enfield),Sarthana Jakat Naka,"G3 Deepkamal Commercial Hub, Zoo Rd, Near Sarthana Jakat Naka, Nana Varachha, Surat 395010",https://dealers.royalenfield.com/,9619147489,,https://dealers.royalenfield.com/gujarat/surat/sarthana-jagat-naka-purav-automobiles-9110050780,Brand dealer site
The Auto Shoppers,Automobile Dealership,Multi-brand car service & body shop,Surat,Surat,https://theautoshoppers.co.in/,,,https://theautoshoppers.co.in/,Company website
Advance BPO,BPO/Logistics/Print,BPO/Call Center,Surat,,https://www.indiamart.com/advance-bpo/,,,https://www.indiamart.com/advance-bpo/,IndiaMART
DTDC Express,BPO/Logistics/Print,Courier/Logistics,"Ring Road, Surat","G-25, Ring Road, Jay Prakash Narayan Marg, Reshamwala Market, Begampura, Surat - 395002",https://www.dtdc.com/in/,,customersupport@dtdc.com,https://www.justdial.com/Surat/DTDC-Express-Ltd-Near-Hidaya-Masjid-Ring-Road/0261PX261-X261-190725144554-C1T9_BZDET,JustDial
Pankaj Offset,BPO/Logistics/Print,Printing Press,"Udhna, Surat","A/6-7, City Industrial Estate, Udhna Main Road, Udhna, Surat - 394210 (Behind Swaminarayan Temple)",https://pankajoffset.com/,,,https://pankajoffset.com/,Company website
Bhanderi (BLGD Corporation),Diamond & Bourse,Lab-grown (CVD) diamond manufacturer,Katargam,"4th Floor, BLGD Corporation, Akshar Building, Opp Mehta Petrol Pump, Katargam, Surat 395004",https://blgdlab.com/,+91 8500385003,info@blgdlab.com,https://blgdlab.com/contact-bhanderi-diamonds,Company site + search snippet
RRP Diamonds (R R P Diamond),Diamond & Bourse,Natural loose & melee diamond manufacturer,Mahidharpura,"301 Ashok Chamber, Moti Bazaar, Mahidharpura, Surat 395008; Factory 177 Ghanshyam Nagar",https://www.rrpdiamonds.com/,+91 9016106290,info@rrpdiamonds.com,https://www.rrpdiamonds.com/contact-us/,Company site + search snippet
V. Jayantilal & Co.,Diamond & Bourse,Diamond manufacturer,Katargam,"201/202, 2nd Floor, Plot 95/B, Prayosha Diamond Building, Sagar Industrial Society, Vasta Devdi Road, Surat 395004",https://vjayantilal.com/,+91 9638135135,,https://vjayantilal.com/contact/,Company site + search snippet
Royal Jewellers,Diamond/Jewellery/Textile Micro-SME,Jewellery manufacturer/showroom,Varachha,"Rachna Chambers, Near Anuradha Society, Baroda Pristage, Varachha Road, Surat - 395006",indiamart.com/royal-jewellers-surat,9825432029,royal.jewel1724@gmail.com,https://www.hindustanyellowpages.in/Surat/Royal-Jewellers/Varachha-Road,HindustanYellowPages
Sai Dresses,Diamond/Jewellery/Textile Micro-SME,Dress-material/salwar wholesaler (proprietorship),Ring Road,"5th Floor Auditorium Hall, Surat Textile Market, Near Tex Palazzo Hotel, Ring Road, Surat - 395002",saidresses.com,9099763957,sdresses27@gmail.com,https://saidresses.com/contact_us,Company website
Wholetex (Whole Tex),Diamond/Jewellery/Textile Micro-SME,Dress-material/saree wholesaler (online catalog),Ring Road,"House no. 4/2317, Inside RKTM Gate No.2, Sahara Darwaja, Ring Road, Surat",wholetex.com,9137381212,,https://www.wholetex.com/,Company website
Aum Insurance Brokers Pvt Ltd,Finance & Professional,Insurance broker,L P Savani,"School, L P Savani Circle, Surat-395009",,,9825264988,https://policyholder.gov.in/en/web/guest/list-of-brokers,IRDAI registry
Pawan Siddharth Advisors Private Limited,Finance & Professional,Financial advisory,Ring Road,"Beside Apple Hospital, Ring Road, Surat",https://pawansiddharth.site123.me/,,,https://www.justdial.com/Surat/Pawan-Siddharth-Advisors-Beside-Apple-Hospital-Ring-Road/0261PX261-X261-170626021501-V1C7_BZDET,JustDial
Sunidhi Securities & Finance Ltd,Finance & Professional,Stock / commodity broker,Surat,,https://www.sunidhi.com/,,,https://www.sunidhi.com/,Company site
Surat Bakery,Food & Hospitality SME,Bakery,Chowk Bazar,"Near Chowk Char Rasta, Chowk Bazar, Surat",suratbakery_1911 (IG),9979663775,,https://www.instagram.com/suratbakery_1911/,Instagram/JustDial
Globela Pharma Pvt Ltd,GIDC Manufacturing,Pharmaceuticals,GIDC Sachin,"Plot No. 357 & 358, Road No 3, Near Ginza Industries, GIDC Sachin, Surat 394230, Gujarat",https://globelapharma.com/,+91 78618 51969,sales@globelapharma.com,https://globelapharma.com/contact/,Company website
National Engineers & Steel Fabricators (NESF),GIDC Manufacturing,Engineering / Heavy Steel Fabrication,GIDC Sachin,"Plot No. 1022, Cross Road No. 87, Sachin GIDC, Surat 394230, Gujarat",https://nationalengrs.com/,,,https://nationalengrs.com/contact,Company website
Sun Textile Engineers,GIDC Manufacturing,Engineering / Heavy Fabrication,GIDC Sachin,"A-1, Shed No. 441/2, GIDC, Sachin, Surat 394230, Gujarat",https://www.suntextile.in/,,,https://www.suntextile.in/,Company website
Tapi Fruit Processing Ltd (Tapi Food),GIDC Manufacturing,Food / Agro Processing,"Pipodara (Mangrol, Surat dist)","Plot No 17A, Block No 124-125, NH No 8, Post Pipodara, Tal Mangrol, Dist Surat, Gujarat",https://www.tapifood.com/,+91 261 2551206,tapifood@gmail.com,https://www.tapifood.com/tapi-fruit-product-contact-details.html,Company website
Surat Municipal Corporation - East Zone Office (Varachha),Government & PSU,Municipal Zonal Office,"Varachha, Surat","Vahivati Bhavan, Nr Saifee Society, Opp. Panchwati Wadi, Lambe Hanuman Road, Surat",https://www.suratmunicipal.gov.in/,0261-2547750,,https://www.suratmunicipal.gov.in/home/zoneofficials,Official .gov.in
Surat Municipal Corporation - South West Zone Office (Athwa),Government & PSU,Municipal Zonal Office,"Athwalines, Surat","Vahivati Bhavan, Municipal Shopping Center, Nr Aadarsh Nagar Society, Athwalines, Surat",https://www.suratmunicipal.gov.in/,0261-2663049,,https://www.suratmunicipal.gov.in/home/zoneofficials,Official .gov.in
Centre For Sight Eye Hospital (City Light),Healthcare,Super-speciality eye hospital,City Light,"201/301/401 Unity Corner, 13 Vardhman Mahaveer Marg, Above Zudio, Opp Bank of Baroda, City Light, Surat",https://www.centreforsight.net/eye-hospitals-india/surat,,,https://www.practo.com/surat/hospital/centre-for-sight-eye-hospital-city-light-town,Hospital chain + Practo
"Dr Agarwals Eye Hospital / Prizma (Ring Road, Majura Gate)",Healthcare,Super-speciality eye hospital,Ring Road / Majura Gate,"Pyramid Point, Beside Krushi Mangal Hall, Ring Road, Majura Gate, Surat 395001",https://www.dragarwal.com/eye-hospital/ring-road/,9594924026,,https://www.dragarwal.com/eye-hospital/ring-road/,Hospital chain website
LifeLine Multispeciality Hospital,Healthcare,Multispecialty hospital,Rander Road,"1st Floor Shreenathji Complex, Opp Jhulelal Temple, Ramnagar Char Rasta, Rander Road, Surat 395007",https://lifelinesurat.com/,02612766000,info@lifelinesurat.com,https://lifelinesurat.com/,Hospital website
New Civil Hospital Surat,Healthcare,Government tertiary teaching hospital,Majura Gate,"Majura Gate area, Surat (Govt Medical College attached)",https://prognohealth.com/blog/list-of-government-hospitals-in-surat/,,,https://prognohealth.com/blog/list-of-government-hospitals-in-surat/,Directory / blog list
Ginger Surat,Hospitality & Real Estate,Hotel (budget/3-star),City Centre,"Near Surat Railway Station, Surat",https://www.gingerhotels.com/hotels/ginger-surat,,,https://www.gingerhotels.com/hotels/ginger-surat,Hotel official site
Modi Resort & Amusement Park,Hospitality & Real Estate,Resort / Amusement park,Near Surat,Near Surat,https://www.holidify.com/hotel-collections/resorts-near-surat,,,https://www.holidify.com/hotel-collections/resorts-near-surat,Travel guide
Reliance Mega Mall,Hospitality & Real Estate,Shopping mall,Ring Road,"Ring Road, Surat",https://www.holidify.com/pages/malls-in-surat-1878.html,,,https://www.holidify.com/pages/malls-in-surat-1878.html,Travel guide
Sahjanand Group / Sahajanand,Hospitality & Real Estate,Real estate developer / Builder,Surat,Surat,https://www.99acres.com/builders-in-surat-bffid,,,https://www.99acres.com/builders-in-surat-bffid,Real estate portal
Sairam Builders,Hospitality & Real Estate,Real estate developer / Builder,Surat,Surat,https://sairambuilders.co/,,,https://sairambuilders.co/,Builder official site
Coruscate Solutions Pvt. Ltd.,IT & Software,Web / mobile / blockchain app development,"Station Road (Lal Darwaja), Surat","9th Floor, Infinity Tower, Lal Darwaja Station Road, Surat 395003 (Beside Ayurvedic College)",https://www.coruscatesolution.com/,+91 261 333 2299,marketing@coruscatesolution.com,https://www.justdial.com/Surat/Coruscate-Solutions-Pvt-Ltd-Beside-Ayurvedic-College-Station-Road/0261PX261-X261-220313014011-A1M4_BZDET,JustDial listing + IndiaMART
IBL Infotech,IT & Software,App development / cloud / web,Surat,"Surat, India",https://www.indiamart.com/ibl-infotech/,,,https://www.indiamart.com/ibl-infotech/,IndiaMART profile + LinkedIn
Vision Infotech,IT & Software,Software outsourcing / web & mobile dev,"Sahara Darwaja, Surat","3001, 3rd Floor APMC, Krushi Bazaar, Beside North Extension, Sahara Darwaja, Surat 395002",https://visioninfotech.net/,84016 52525,sales@visioninfotech.net,https://visioninfotech.net/contact-us/,Company website (contact page)
Sk Cad,Jewellery,Jewellery CAD design studio,Surat,"Surat, Gujarat",https://sk-cad.ueniweb.com/,,,https://sk-cad.ueniweb.com/,company_website
Craft Diamonds,Lab-Grown Diamond,LGD rough/polished manufacturer / jewelry,Surat,"Surat, Gujarat (manufacturing) markets to USA",https://www.craftdiamonds.co/,,,https://www.craftdiamonds.co/,Company website
Keystar Gems LLP,Lab-Grown Diamond,CVD diamond manufacturer,Varachha,Ground Floor Plot No 5 Block No 4 Kohinoor Industrial Estate Varachha Road Surat 395006,https://keystarlgd.co/,,keystargems@gmail.com,https://www.indiamart.com/keystar-gems/aboutus.html,IndiaMART listing
Amar Medical Store,Local Retail SME,Medical/Pharmacy,Kamrej,"Kamrej, Surat",https://www.helloindia.co/Surat/Amar-Medical-Store/Surat-Ho/ContactUs,9925181951,,https://www.helloindia.co/Surat/Amar-Medical-Store/Surat-Ho/ContactUs,Directory (HelloIndia)
Dipak Kirana Store,Local Retail SME,Supermarket/Kirana,Bhagal,"Bhagal, Surat",https://www.hindustanyellowpages.in/Surat/Dipak-Kirana-Store/Bhagal,9909615014,,https://www.hindustanyellowpages.in/Surat/Dipak-Kirana-Store/Bhagal,Directory (HindustanYellowPages)
J J Opticals,Local Retail SME,Optician/Eyewear,Kamrej,"Gopal Nagar Shopping Centre, Char Rasta, Kamrej, Surat",https://helloindia.co/Surat/J-J-OPTICALS/Kamrej/ContactUs,9825127171,,https://helloindia.co/Surat/J-J-OPTICALS/Kamrej/ContactUs,Directory (HelloIndia)
Miracle Ladies Corner,Local Retail SME,Garment/Boutique,Surat HO,"Surat HO, Surat",https://www.hindustanyellowpages.in/Mobile/9374716876,9377725549,,https://www.hindustanyellowpages.in/Mobile/9374716876,Directory (HindustanYellowPages)
Modern The Craft Shop,Local Retail SME,Gift/Toys,Ghod Dod Road,"Ghod Dod Road, Surat",https://www.hindustanyellowpages.in/Surat/Modern-The-Craft-Shop/GHOD-DOD-ROAD,9825425860,,https://www.hindustanyellowpages.in/Surat/Modern-The-Craft-Shop/GHOD-DOD-ROAD,Directory (HindustanYellowPages)
Rajal Stationery and Xerox,Local Retail SME,Stationery,Surat HO,"Surat HO, Surat",https://www.hindustanyellowpages.in/Mobile/9727013469,9727013469,,https://www.hindustanyellowpages.in/Mobile/9727013469,Directory (HindustanYellowPages)
Sansar Hardware Stores,Local Retail SME,Hardware/Paint,Ring Road,"Ring Road, Surat",https://www.hindustanyellowpages.in/Surat/SANSAR-HARDWARE-STORES/Ring-Road,9825134580,,https://www.hindustanyellowpages.in/Surat/SANSAR-HARDWARE-STORES/Ring-Road,Directory (HindustanYellowPages)
Sarita Sagar Sports,Local Retail SME,Sports Goods,Adajan,"Adajan, Surat",https://www.hindustanyellowpages.in/Surat/Sarita-Sagar-Sports/Adajan,9374143945,,https://www.hindustanyellowpages.in/Surat/Sarita-Sagar-Sports/Adajan,Directory (HindustanYellowPages)
CK Studio,Media/Video/Photo,Product video & ecommerce photography,Athwa Lines / Varachha / Piplod,"Serving Ring Road, Varachha, Vesu, Surat",https://ckstudio.in/surat/,+91 8700258773,,https://ckstudio.in/gujarat/product-video-maker-in-surat/,Company website
FF Studio,Media/Video/Photo,Wedding photography & cinematography,Katargam,"A 602, RJD Business Hub, Kasanagar Road, Katargam, Surat, Near Naginawadi",,,,https://www.wedmegood.com/profile/FF-Studio-88511,WedMeGood profile
Mahir Films,Media/Video/Photo,Ad film production house,Surat,"Surat, Gujarat",https://www.mahirfilms.com/,,,https://www.mahirfilms.com/,Company website
QMedia Production,Media/Video/Photo,Wedding photography & cinematography,Surat,"Surat, Gujarat",,+91 97236 39636,,https://www.wedmegood.com/profile/QMedia-Production-177168,WedMeGood profile
Snapito Studio,Media/Video/Photo,Wedding/portrait photography studio,Vesu,"B-203 Aagam Shopping World, VIP Road, near Rajhans Cinemas, Vesu, Surat 395007",https://snapitostudio.com/,+91 99253 76601,,https://snapitostudio.com/contact/,Company website
iVIPANAN,Professional Services SME,Digital marketing agency,Sitanagar,"2054 International Fashion Market, Parvat Patiya Rd, Sitanagar, Surat 395010",,6355008989,,https://iide.co/blog/digital-marketing-agencies-in-surat/,Directory/blog listing
Stark Visas (Surat),Professional Services SME,Immigration / visa consultant,Surat,,https://starkvisas.com/surat,8233058233,info@starkvisas.com,https://starkvisas.com/surat,Company website
Pocket Stores,Retail & Supermarket,Departmental store chain (local),"Kamrej, Amroli, Choryasi",Bus Stand JIN Compound Near Kamrej Choryasi Surat,,,,https://www.justdial.com/Surat/Pocket-Stores-Near-Bus-Stand-Jin-Compound-Near-Kamrej-Kamrej/0261PX261-X261-200318141208-K9C4_BZDET,JustDial + Facebook
Wooden Street - Surat,Retail & Supermarket,Furniture & home retail,Surat (multiple studios),Surat (furniture experience studios),https://www.woodenstreet.com,,,https://www.woodenstreet.com/furniture-store-surat,Official store page
Ashoka Dyeing And Printing Mill Pvt Ltd,Textile Manufacturing,Dyeing & Printing (processing house),Pandesara,"Pandesara, Surat 394221",https://www.justdial.com/Surat/Ashoka-Dyeing-And-Printing-Mill-PVTLTD-Surat-Pandesara/0261PX261-X261-110105214150-D2F3_BZDET,,,https://www.justdial.com/Surat/Ashoka-Dyeing-And-Printing-Mill-PVTLTD-Surat-Pandesara/0261PX261-X261-110105214150-D2F3_BZDET,JustDial
Creative Trendz,Textile Manufacturing,Embroidery (Schiffli),Surat,"Surat, Gujarat",https://www.creativetrendz.com/,,,https://www.creativetrendz.com/,Company website
Devika Group,Textile Manufacturing,Yarn / Texturising (PTY),Surat,"Surat, Gujarat (polyester texturized yarn)",https://dir.indiamart.com/surat/polyester-yarn.html,,,https://dir.indiamart.com/surat/polyester-yarn.html,IndiaMART directory
Ganga Fashions Pvt Ltd,Textile Manufacturing,Dyeing & Processing (EPC member),Pandesara,"Plot No. 287, GIDC, Pandesara, Surat 394221",http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf,,,http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf,Govt EPC member list
J.R. Dyeing & Printing Mills Pvt Ltd,Textile Manufacturing,Dyeing & Printing (processing house),Pandesara,"GIDC Main Road, GIDC, Pandesara, Surat 394221",https://www.exportersindia.com/jrdyeing/,,,https://www.exportersindia.com/jrdyeing/,ExportersIndia
Jay Bharat Dyeing & Printing Mills,Textile Manufacturing,Dyeing & Printing (processing house),Palsana (Kadodara Char Rasta),"Plot No. 216, Kadodara Char Rasta, Taluka Palsana, Surat",https://www.mapsofindia.com/whitepages/businesses/index/jaybhadye,,,https://www.mapsofindia.com/whitepages/businesses/index/jaybhadye,Maps of India
Skilled Industries,Textile Manufacturing,Textile machinery (dyeing/processing),Sachin GIDC,"5412, Road No 54, Sachin GIDC, Sachin, Surat",https://www.skilledindustries.com/,,,https://www.skilledindustries.com/,Company website
Ambaji Tex Fab,Textile Trade & Design,Dress material / fabric manufacturer,Saroli,"Saroli, Surat",,,,https://www.indiamart.com/ambaji-tex-fabsurat/profile.html,B2B marketplace
Ekta Fashion Pvt Ltd,Textile Trade & Design,Dress material wholesaler,Ring Road / Shree Mahalaxmi Market,"Shop 518-521, Upper Ground, Shree Mahalaxmi Market, Ring Road, Surat 395002",,,,https://www.justdial.com/Surat/Ekta-Fashion-Pvt-Ltd-Ring-Road/0261PX261-X261-110406194143-S5F1_BZDET,Business directory
Keshav Madhav Fashion,Textile Trade & Design,Designer saree manufacturer,Surat,"Surat, Gujarat",https://www.keshavmadhavfashion.com/,+918047633966,,https://www.keshavmadhavfashion.com/printed-saree.html,Company website
Rudraksh Sarees,Textile Trade & Design,Designer/party-wear saree manufacturer,New Textile Market,"New Textile Market, Surat",,,,https://www.indiamart.com/rudrakshsarees/profile.html,B2B marketplace
Sachin Prints,Textile Trade & Design,Dress material / saree wholesaler,Ring Road / Raghukul Market,"B-3126-29, Lift No. 13-15, B-Wing, 1st Floor, Gate No.3, Raghukul Market, Near Kamela Darwaza, Ring Road, Surat",,,,https://www.indiamart.com/sachin-prints-surat/,B2B marketplace
Shree Binni Prints,Textile Trade & Design,Saree manufacturer,Silk City Textile Market,"Silk City Textile Market, Surat",,,,https://ajmeratrends.com/details/top-10-saree-manufacturer-in-surat,Industry guide
Shree Sarees,Textile Trade & Design,Saree manufacturer,Ring Road,"Ring Road, Surat",,,,https://www.indiamart.com/shree-sarees-surat/profile.html,B2B marketplace
Dermafollix Hair Transplant & Skin Clinic,Wellness & Clinics SME,Skin/hair transplant clinic,Adajan / Parle Point,"304, Rajcorner, Opp Vasupujya Residency, L.P. Savani Road, Adajan, Surat (also Sheron Plaza, Parle Point)",https://drpatki.com/,9601687529,surbhi@drpatki.com,https://drpatki.com/transformative-care-at-dermafollix-hair-transplant-and-skin-clinic-in-surat/,Business website
Gymnation - The Fitness Hub,Wellness & Clinics SME,Gym/fitness center,Athwa/Bhatar,"Shop 1-7, 2nd Floor, Sheetal Shopping Centre, Bhatar Rd, Beside Turning Point, Athwa, Surat 395001",,,,https://www.justdial.com/Surat/Gymnation-The-Fitness-Hub-Near-Turning-Point-Ghoddod-Road/0261PX261-X261-130529112126-Z1E4_BZDET,JustDial
Jan Suvidha Laboratory,Wellness & Clinics SME,Diagnostic/pathology lab,Adajan,"2, Akshardham Soc., Opp Asian Physiotherapy Center, Gangeshwar Mahadev Road, Adajan, Surat",http://jansuvidhalab.com/,9510059690,,http://jansuvidhalab.com/contact.html,Business website
Tanishq Beauty Salon & Spa,Wellness & Clinics SME,Salon/spa,Adajan,"2, Madhubha Park, Adajan Hazira Road, Opp Star Bazar, Near Adajan Fire Station, Adajan, Surat 395009",https://www.facebook.com/p/Tanishq-Beauty-salon-spa-100066942450706/,9913000282,,https://www.hindustanyellowpages.in/Surat/Tanishq-Beauty-Salon-AND-Spa/Adajan-Hazira-Road,Hindustan Yellow Pages
Mahak Logistic,BPO/Logistics/Print,Logistics/Transport,"Hazira, Surat","Hazira, Surat, Gujarat",https://mahaklogistic.com/,9173558998,info@mahaklogistic.com,https://mahaklogistic.com/transport-company-in-surat.html,Company website
Angel One Ltd - Surat Office,Finance & Professional,Stock / commodity broker,Rustampura,"Rustampura, Surat",https://stockbroker.angelone.in/location/gujarat/surat,,,https://stockbroker.angelone.in/angel-one-ltd-surat-office-stock-broker-rustampura-surat-528841/Contact-Us,Company site
Finaccle Advisory Private Limited,Finance & Professional,Tax / GST consultant,Ring Road,"602, Empire State Building, Ring Road, Nr Udhna Darwaja, Surat-395002",https://finaccle.in/,,cajssj.co@gmail.com,https://finaccle.in/,Company site
Employees Provident Fund Organisation (EPFO) - Regional Office Surat,Government & PSU,Central Govt / Statutory Body,"Ghod Dod Road, Surat","Bhavishya Nidhi Bhawan, Ghod Dod Road, Ram Chowk, Surat-395001",https://www.epfindia.gov.in/,+91-261-2652760,ro.Surat@epfindia.gov.in,https://www.epfindia.gov.in/site_en/Location_an_office.php,Official .gov.in
ASG Super Speciality Eye Hospital,Healthcare,Super-speciality eye hospital,Surat,Surat (ASG eye-care chain unit),https://asgeyehospital.com/hospital/city/surat/,,,https://asgeyehospital.com/hospital/city/surat/,Hospital chain website
Eye Q Super Speciality Eye Hospital (Parle Point),Healthcare,Super-speciality eye hospital,Parle Point / Athwalines,"3rd Floor SNS House, Above TBZ Showroom, Near Court Building, Parle Point, Athwalines, Surat 395007",https://www.eyeqindia.com/hospital/parle-point-surat/,8035240555,,https://www.eyeqindia.com/hospital/parle-point-surat/,Hospital chain website
Sanjeevani Multi Speciality Hospital,Healthcare,Multispecialty / trauma hospital,Vesu,"2nd Floor Western Business Park, Opp SD Jain School, Vesu Char Rasta, Udhana-Magdalla Rd, Surat 395007",https://surat.nic.in/public-utility/sanjeevani-multi-speciality-hospital/,+91 2612215777,smshospital@yahoo.com,https://surat.nic.in/public-utility/sanjeevani-multi-speciality-hospital/,Government directory
Atologist Infotech,IT & Software,Custom software / AI engineering / mobile apps,"Ghod Dod Road, Surat","506-507, Poddar Plaza, Opp. Majura Fire Station, Ghoddod Road, Surat 395001",https://atologistinfotech.com/,+91 99091 66110,info@atologistinfotech.com,https://atologistinfotech.com/contact-us.php,Company website (contact page) + JustDial
LogicGo Infotech LLP,IT & Software,Software dev + IT training institute,"Katargam (Singanpore), Surat","301 Silverstone Arcade, Singanpore Causeway Road, Katargam, Surat 395004",https://logicgoinfotech.com/,+91 96389 87317,info@logicgoinfotech.com,https://logicgoinfotech.com/contact/,Company website (contact page) + JustDial
Trezix (Trezix Software Pvt. Ltd.),IT & Software,SaaS (export-import / trade software),"Athwa (SVNIT Campus), Surat","Ashine Building, SVNIT Campus, Athwa, Surat 395007",https://trezix.io/,,,https://trezix.io/contact/,Company website (contact page) + ZaubaCorp
Kunthu Gems,Lab-Grown Diamond,HPHT & CVD diamond manufacturer / exporter,Mahidharpura,Office 405 to 412 4th Floor Diamond Village-A Jadakhadi Mahidharpura Surat 395003,https://www.kunthugems.co.in/,,,https://www.kunthugems.co.in/contact-us.htm,Company website
A To Z Hardware Stores,Local Retail SME,Hardware/Paint,Udhana Darwaja,"Udhana Darwaja, Surat",https://www.hindustanyellowpages.in/Mobile/9374801917,9374500866,,https://www.hindustanyellowpages.in/Mobile/9374801917,Directory (HindustanYellowPages)
Amar Stationery and Gift Articles,Local Retail SME,Stationery,Surat HO,"Surat HO, Surat",https://www.hindustanyellowpages.in/Mobile/9925709595,9925709595,,https://www.hindustanyellowpages.in/Mobile/9925709595,Directory (HindustanYellowPages)
Chandrika Dresses / Chandrika Garments,Local Retail SME,Garment/Boutique,Kotsafil Road,"Kotsafil Road, Surat",https://www.hindustanyellowpages.in/Surat/Chandrika-Dresses--OR--Chandrika-Garments/Kotsafil-Road,9227193714,,https://www.hindustanyellowpages.in/Surat/Chandrika-Dresses--OR--Chandrika-Garments/Kotsafil-Road,Directory (HindustanYellowPages)
Kanaiya Readymades,Local Retail SME,Garment/Boutique,Olpad,"Olpad, Surat",https://www.hindustanyellowpages.in/Surat/Kanaiya-Readymades/Olpad,9824184352,,https://www.hindustanyellowpages.in/Surat/Kanaiya-Readymades/Olpad,Directory (HindustanYellowPages)
Om Plywood and Hardware,Local Retail SME,Hardware/Paint,Bhatar Road,"Bhatar Road, Surat",https://www.hindustanyellowpages.in/Mobile/9724397043,9724397043,,https://www.hindustanyellowpages.in/Mobile/9724397043,Directory (HindustanYellowPages)
Shree Ridhi Sidhi Hardware And Electricals,Local Retail SME,Hardware/Paint,Godadara,"Godadara, Surat",https://www.hindustanyellowpages.in/Mobile/8128389969,9898376936,,https://www.hindustanyellowpages.in/Mobile/8128389969,Directory (HindustanYellowPages)
Tavakkal Hardware & Electricals,Local Retail SME,Hardware/Paint,Limbayat,"Idgah Road, Limbayat Udhana Yard, Limbayat, Surat 395006",https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf,9426875334,,https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf,Manufacturer dealer list (Nippon Paint)
Uncle Shop,Local Retail SME,Garment/Boutique,Surat HO,"Surat HO, Surat",https://www.hindustanyellowpages.in/Surat/Uncle-Shop/Surat-Ho,9327391514,,https://www.hindustanyellowpages.in/Surat/Uncle-Shop/Surat-Ho,Directory (HindustanYellowPages)
Taj Studio,Media/Video/Photo,Photography studio,Bhatar Road,"401, Sakar Complex, Near Rupali Naher, Bhatar Road, Surat 395001",https://www.taj.studio/,+91 95581 94459,info@taj.studio,https://www.taj.studio/contact-us/,Company website
Nakrani Rabadiya & Co,Professional Services SME,CA / tax consultant,Nana Varachha,"Vikas Shoppers, 247-248, Vraj Chowk Rd, Sarthana Jakat Naka, Zeal Park, Nana Varachha, Surat 395013",https://nakranirabadiyanco.in/chartered-accountant-in-surat/,,,https://nakranirabadiyanco.in/chartered-accountant-in-surat/,Company website
Prolific Overseas Education,Professional Services SME,Education / overseas consultant,Ghod Dod Road,"Ghod Dod Road office, Surat (+ Varachha branch)",https://www.prolificoverseaseducation.com/,02612662245,,https://www.prolificoverseaseducation.com/,Company website
City Light Skin & Cosmetic Clinic,Wellness & Clinics SME,Skin/cosmetic clinic,City Light,"UG-22 Agrasen Point, Near Agrasen Bhavan, Citylight, Surat 395007",https://drsharatgupta.in/contact/,9376438238,,https://drsharatgupta.in/contact/,Business website
BplusK Architects,Architecture & CAD/Engineering,Architecture firm,Piplod,"302, 3rd Floor, Union Heights, B/H Lalbhai Contractor Stadium, Rahulraj Mall Lane, Maharana Pratap Rd, Piplod, Surat, Gujarat 395007",http://bplusk.in/,,,https://www.bplusk.in/contact,Company website
Tej Consultant,Architecture & CAD/Engineering,Architecture / Structural / Urban planning,Adajan,"S-7-8-9-10, Meghdhanush Apartment, B/s Kalpana Society, Adajan Patiya, Surat 395005",https://www.indiamart.com/tej-consultants/,,,https://www.indiamart.com/tej-consultants/aboutus.html,IndiaMART profile
